claim_id,log_file_name,section_number,parsed_values,source_table,source_cell,source_values_full_precision,comparison_rule_used,status,quantity_label,notes
F091,scratch_coder_interpretive_findings.md,F.17,"[""30"", ""7""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 27, count; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 29, nonidentical_nonempty_pairs","[[""30""], [""7""]]",exact,PASS,human tag pairs,
F092,scratch_coder_interpretive_findings.md,F.17,"[""45"", ""6""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 33, count; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 35, nonidentical_nonempty_pairs","[[""45""], [""6""]]",exact,PASS,model-human tag pairs,
F093,scratch_coder_interpretive_findings.md,F.18,"[""0.182"", ""0.079"", ""0.283""]",SCF1T003,"analysis/confidence_exploratory/results_confidence.md::{}, alpha; analysis/confidence_exploratory/results_confidence.md::{}, ci_lower; analysis/confidence_exploratory/results_confidence.md::{}, ci_upper","[[""0.18209041188026154""], [""0.07872545505759505""], [""0.283043590671762""]]",rounded,PASS,baseline confidence alpha,
F094,scratch_coder_interpretive_findings.md,F.18,"[""0.107"", ""-0.050"", ""0.250""]",SCF1T008,"analysis/confidence_exploratory/results_confidence.md::{}, alpha; analysis/confidence_exploratory/results_confidence.md::{}, ci_lower; analysis/confidence_exploratory/results_confidence.md::{}, ci_upper","[[""0.10720791308938349""], [""-0.049591586591360405""], [""0.2497475826406676""]]",rounded,PASS,hard-case confidence alpha,
F095,scratch_coder_interpretive_findings.md,F.18,"[""95""]",SCF1T003,confidence_level,"[[""0.95""]]",exact,PASS,baseline confidence alpha interval level,
F096,scratch_coder_interpretive_findings.md,F.18,"[""95""]",SCF1T008,confidence_level,"[[""0.95""]]",exact,PASS,hard-case confidence alpha interval level,
F097,scratch_coder_interpretive_findings.md,F.18,"[""55"", ""150"", ""37""]",SCF1T004,"analysis/confidence_exploratory/results_confidence.md::{}, count; denominator; count / denominator","[[""55""], [""150""], [""55"", ""150""]]",exact counts; percentage scaling and half-up,PASS,baseline unanimous confidence,
F098,scratch_coder_interpretive_findings.md,F.18,"[""24"", ""75"", ""32""]",SCF1T009,"analysis/confidence_exploratory/results_confidence.md::{}, count; denominator; count / denominator","[[""24""], [""75""], [""24"", ""75""]]",exact counts; percentage scaling and half-up,PASS,hard-case unanimous confidence,
F099,scratch_coder_interpretive_findings.md,F.18,"[""15"", ""450""]",SCF1T001,sum Low count across coders; three coders x 150,"[[], [""450""]]",exact,PASS,baseline Low response count,
F100,scratch_coder_interpretive_findings.md,F.19,"[""15"", ""450"", ""7"", ""8"", ""0""]",SCF1T001,"sum Low count; response denominator; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'coder': 'C01'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'coder': 'C02'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'coder': 'C03'}, count","[[], [""450""], [""7""], [""8""], [""0""]]",exact,PASS,baseline Low response distribution,
F101,scratch_coder_interpretive_findings.md,F.19,"[""0"", ""7""]",SCF1T002,"analysis/confidence_exploratory/results_confidence.md::{'category': 'Low'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'No majority'}, count","[[""0""], [""7""]]",exact,PASS,baseline majority confidence counts,
F102,scratch_coder_interpretive_findings.md,F.19,"[""1"", ""75"", ""3""]",SCF1T007,"analysis/confidence_exploratory/results_confidence.md::{'category': 'Low'}, count; denominator; analysis/confidence_exploratory/results_confidence.md::{'category': 'No majority'}, count","[[""1""], [""75""], [""3""]]",exact,PASS,hard-case majority confidence counts,
F103,scratch_coder_interpretive_findings.md,F.20,"[""61"", ""82"", ""7""]",SCF1T001,"analysis/confidence_exploratory/results_confidence.md::{'category': 'High', 'coder': 'C01'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'Medium', 'coder': 'C01'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'coder': 'C01'}, count","[[""61""], [""82""], [""7""]]",exact,PASS,C01 confidence distribution,
F104,scratch_coder_interpretive_findings.md,F.20,"[""57"", ""85"", ""8""]",SCF1T001,"analysis/confidence_exploratory/results_confidence.md::{'category': 'High', 'coder': 'C02'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'Medium', 'coder': 'C02'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'coder': 'C02'}, count","[[""57""], [""85""], [""8""]]",exact,PASS,C02 confidence distribution,
F105,scratch_coder_interpretive_findings.md,F.20,"[""75"", ""75"", ""0""]",SCF1T001,"analysis/confidence_exploratory/results_confidence.md::{'category': 'High', 'coder': 'C03'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'Medium', 'coder': 'C03'}, count; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'coder': 'C03'}, count","[[""75""], [""75""], [""0""]]",exact,PASS,C03 confidence distribution,
F106,scratch_coder_interpretive_findings.md,F.20,"[""59"", ""107"", ""96""]",S8T001,"analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 11, count; analysis/scratch_coder_results/results.md::S8T001.r19 estimate; analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 5, count; analysis/scratch_coder_results/results.md::S8T001.r7 estimate; analysis/outputs_validation_scratch_20260824/sufficiency_response_distribution.csv::CSV row 8, count; analysis/scratch_coder_results/results.md::S8T001.r13 estimate","[[""59"", ""59""], [""107"", ""107""], [""96"", ""96""]]",exact,PASS,Sufficient counts C03 C01 C02,
F107,scratch_coder_interpretive_findings.md,F.21,"[""91"", ""175"", ""193""]",SCF1T005,"analysis/confidence_exploratory/results_confidence.md::{'category': 'High', 'sufficiency': 'Sufficient'}, count / denominator; analysis/confidence_exploratory/results_confidence.md::{'category': 'High', 'sufficiency': 'Sufficient'}, count; denominator","[[""175"", ""193""], [""175""], [""193""]]",percentage scaling and half-up; exact counts,PASS,High Sufficient share,
F108,scratch_coder_interpretive_findings.md,F.21,"[""35"", ""85"", ""242""]",SCF1T005,"analysis/confidence_exploratory/results_confidence.md::{'category': 'Medium', 'sufficiency': 'Sufficient'}, count / denominator; analysis/confidence_exploratory/results_confidence.md::{'category': 'Medium', 'sufficiency': 'Sufficient'}, count; denominator","[[""85"", ""242""], [""85""], [""242""]]",percentage scaling and half-up; exact counts,PASS,Medium Sufficient share,
F109,scratch_coder_interpretive_findings.md,F.21,"[""62"", ""151"", ""242""]",SCF1T005,"analysis/confidence_exploratory/results_confidence.md::{'category': 'Medium', 'sufficiency': 'Partially sufficient'}, count / denominator; analysis/confidence_exploratory/results_confidence.md::{'category': 'Medium', 'sufficiency': 'Partially sufficient'}, count; denominator","[[""151"", ""242""], [""151""], [""242""]]",percentage scaling and half-up; exact counts,PASS,Medium Partially sufficient share,
F110,scratch_coder_interpretive_findings.md,F.21,"[""13"", ""2"", ""15""]",SCF1T005,"analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'sufficiency': 'Sufficient'}, count / denominator; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'sufficiency': 'Sufficient'}, count; denominator","[[""2"", ""15""], [""2""], [""15""]]",percentage scaling and half-up; exact counts,PASS,Low Sufficient share,
F111,scratch_coder_interpretive_findings.md,F.21,"[""67"", ""10"", ""15""]",SCF1T005,"analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'sufficiency': 'Partially sufficient'}, count / denominator; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'sufficiency': 'Partially sufficient'}, count; denominator","[[""10"", ""15""], [""10""], [""15""]]",percentage scaling and half-up; exact counts,PASS,Low Partially sufficient share,
F112,scratch_coder_interpretive_findings.md,F.21,"[""20"", ""3"", ""15""]",SCF1T005,"analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'sufficiency': 'Insufficient'}, count / denominator; analysis/confidence_exploratory/results_confidence.md::{'category': 'Low', 'sufficiency': 'Insufficient'}, count; denominator","[[""3"", ""15""], [""3""], [""15""]]",percentage scaling and half-up; exact counts,PASS,Low Insufficient share,
F113,scratch_coder_interpretive_findings.md,F.12,"[""0.9397"", ""0.9397""]",S2T002,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 14, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r1 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 18, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 15, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r2 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 19, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 19, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 19, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 19, source_value_string","[[""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259""], [""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259""]]",rounded,PASS,baseline COVID alpha ABC and LBC,
F114,scratch_coder_interpretive_findings.md,F.12,"[""0"", ""0"", ""0""]",S2T002,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 14, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r5 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 22, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 14, ci_lower; analysis/scratch_coder_results/results.md::S2T002.r5 interval_lower; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 22, interval_lower_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 22, interval_lower_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 22, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 22, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 14, ci_upper; analysis/scratch_coder_results/results.md::S2T002.r5 interval_upper; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 22, interval_upper_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 22, interval_upper_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 22, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 22, interval_upper_string","[[""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""], [""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""], [""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""]]",exact,PASS,baseline COVID delta_A,
F115,scratch_coder_interpretive_findings.md,F.12,"[""0.8100"", ""0.8100""]",S2T008,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 62, point_estimate; analysis/scratch_coder_results/results.md::S2T008.r1 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 50, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 50, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 65, point_estimate; analysis/scratch_coder_results/results.md::S2T008.r4 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 53, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 53, source_value_string","[[""0.8099547511312217"", ""0.8099547511312217"", ""0.8099547511312217"", ""0.8099547511312217""], [""0.8099547511312217"", ""0.8099547511312217"", ""0.8099547511312217"", ""0.8099547511312217""]]",rounded,PASS,hard-case COVID alpha ABC and ABL,
F116,scratch_coder_interpretive_findings.md,F.12,"[""0"", ""0"", ""0""]",S2T008,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 64, point_estimate; analysis/scratch_coder_results/results.md::S2T008.r7 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 56, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 56, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 64, ci_lower; analysis/scratch_coder_results/results.md::S2T008.r7 interval_lower; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 56, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 56, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 64, ci_upper; analysis/scratch_coder_results/results.md::S2T008.r7 interval_upper; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 56, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 56, interval_upper_string","[[""0.0"", ""0.0"", ""0.0"", ""0.0""], [""0.0"", ""0.0"", ""0.0"", ""0.0""], [""0.0"", ""0.0"", ""0.0"", ""0.0""]]",exact,PASS,hard-case COVID delta_C,
F117,scratch_coder_interpretive_findings.md,F.12,"[""6"", ""6""]",S2T018,"analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 5, model_positive_n; analysis/scratch_coder_results/results.md::S2T018.r9 estimate; analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 5, human_majority_positive_n; analysis/scratch_coder_results/results.md::S2T018.r7 estimate","[[""6"", ""6""], [""6"", ""6""]]",exact,PASS,hard-case COVID model and majority counts,
